Time Now: 2025-07-17 08:14:20.201528
Cutoff Time: 2025-07-17 12:00:00
Now < Cutoff Time: True
Fetching news from 2025-07-16T12:00:00 to 2025-07-17T08:14:20.201528
('2025-07-16T12:00:00', 'RELIANCE', 'Reliance walks fine line on Russia-US energy  Breakingviews', 'https://news.google.com/rss/articles/CBMiqwFBVV95cUxPcGd2Tk9FcC0yMzFhRXpfblBtRFJ4NE1sa3RXUk5naVFjQ2Vad0s4cmFfTVAySVVfRHJZeEFYcEFDQXdWUDI1bFhlUTlsR1BPazlRYTJibW5sTzNBSE1TZThKYnBBSXBRTTU2dl9ObWxIaXRvQnU5emVxTFhTZGtzdHhLOWNlWks2NEdDZmpmWXotTGllZzFDN2JMb0FJWjQxQm1SblVycWhGejQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:21:24', 'RELIANCE', "Reliance Power QIP: Anil Ambani's company announces Rs 6000 crore fundraising plan  ET Now", 'https://news.google.com/rss/articles/CBMi2wFBVV95cUxPVlc2bmd4TlZXSFQ2cVVRTXpETnRXMV80VTJDeW45LWdEVGx5dVVnRDBCVDdjQ1hHdVQyOE1iUnZ3NjBCLWUycWZhbjJueTFDbDFlcTNtS1M4VzRNOWdlX3VYbFV1WmdxSS13Mi05Nl9kZ1dHNHc0VE1vRFkyOEt6NmprZnZGbHY1c3drdzl2VlZJdWxkSGJMb0hobm1WcmlELXNjZnFwanJJYkU0NHZBUFJkUnhLc3lwakNjMGVtMFoyb3NDQ2pYU2Q3N1RhTWJtOThSZnNKVE1tYlHSAdIBQVVfeXFMUEZvcGdYRl9YN2hHbnpaYVUxMFVnTWZvQWg0ejU1aEY4N204UmZHRkRTSUU1ZHpCZXYtc2JzaUtUYWlxVkw5dTBHbWd2YXFSVTlOWDlTTkJGVkVQYzdWcXlNazI4QlZzQUUwMnNCZ2QxSUNEQ2dZeFcwdFp5VE5NcnVoZGJvX3JTNHItc2NRekVET3Y4REszRFFXMkJyN05DcXlmWTQwX0RZTGw4TDc0c1VqVGtsNElXeWlpVGlqc2FwdVlDclpLc1lFOHBnTnRvSFRR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:23:19', 'DIVISLAB', "Here's What Analysts Are Forecasting For Divi's Laboratories Limited (NSE:DIVISLAB) After Its Yearly Results  simplywall.st", 'https://news.google.com/rss/articles/CBMi8gFBVV95cUxNMHBaSHJRTV93ZVM3d1lEZFZIaGJuUmdNY0ZENEdtUXlHSlhBbW10Y1dNQTBVYUNzYjBaNXFNbXVqY0lVUHFpTTg1LUR6X1JiTnU0eXpTc2Y2MmRObGRQS0g5X0J4X1RYNDFweEtFN1NyRXBheWRpNEVxZm0wSVAyX0VSNTJhVkxyamllM2ZxMzV5NjhlamtWeGEteEtLbHlTZVhRNmczREtqMkVVc1NNbjlmemNtTWlIWnpPZzN5UURCLVZmbjd2ODA2U1NJVjRWZnY4VTEzZ3YwWHkwLWFpcFFPRUtUSG1mUGwzeDhfeFZGQdIB9wFBVV95cUxQZ1JoRFdlZnlwZVp1S0dOdHo4d25IOWNEQWVuWWV4OUxBWk1RSmtqZzd5X3V6cnQ4ajJWQnRVa0U4XzJRSC1OOHlpSzZ0WEJNQk9qbS1ya2Y1cnBseEZ3TWFhZllrTWlKcXJzb0Ixdi1WMVRIc25MU1owaVhET0k5SEFjRFF0SEpITU1zSjBOYV9fSGdmRE5RYi1jNWc4elVwLVVRVTdEQklhUUFZc2RNUnBvU0l0eTh5THJtTnFPaXNBNFM5d2VTZ2xKU1VDUlpMUlJOejcxNzNXaFBJWlpyeFRNODhnQld5a0Z6QUtNVUo4Y1pwdHdN?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:23:38', 'RELIANCE', 'Reliance Jio launches JioPC to turn your TV into a cloud-powered AI PC at just ₹5,499—All you need to know  Startup Pedia', 'https://news.google.com/rss/articles/CBMi6AFBVV95cUxNdFhGVzFGVHo2aldDOHh1bWFrUHl0NDRTb2x1NlRFcldhMnQ5VHJfNWI4NjBzNmt6aXdteFM3MGthal8wZGxpMjU1SmxKQmxTVnFfY18yUmI4ZHNhWGhrNVhha0k2ZzFiMGlmdHp1Uy1zV1F1dE5aVldLdjk3MVNYOV9qYk5CMXl0Nm11T1VKOGV3ZG52MXpyR0hTYU1jNGZLd2JITmtwbnBlRXUwcXlFZWhWYnlWLWtpMHFQaTQyajNpak1Nc0JyZXozbjlnUDhRZWg5Tnh0WVVFM3NiQ1FDZy13ZGN1V254?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:24:00', 'M&M', 'Ohio receives $25M in federal funding for highway project in Franklin County  10TV', 'https://news.google.com/rss/articles/CBMi5AFBVV95cUxQQmIyNDBfVXRXUm51dVlWWVBWdHhVU3c4NTM1OVcyLTQyV1lpMkpwXzhHb09BMGV1cEx4NzBfN0FlWHZxX0NYWVhmODNFTGRKZk40eldpZkNKZUREampMSGN2QmxtMHdVNDl4ZDNab3czZF96TTdNNXdOd0JiaTM4cWZ6cF9qMHlERUdiQzRQblRocXdVT2g1QkxaUDJkNUl2bGc2NjMyaDJ0NkFXRHV4dnc4eFdhb21DYmlzRzc1VndDMTJyRllCWGZCaW9kR1ZlcUFqU1VnQnZGUFp4S2NkR3BlYkI?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:25:00', 'M&M', 'I’m A Star Foundation hosting celebrity basketball game to support homeless Jacksonville students  Action News Jax', 'https://news.google.com/rss/articles/CBMi8gFBVV95cUxQRUlzdUlMVklUWU1EMzBvUDhaTXJPd2hIcC05WEQ2a1NLQk91WFFmU3k5M1BncG8tSHRPNnhFSE55YW8yWm9TWEY2RG9Qa205dk1MQnNqbDhFWWxTSFU1Z09JNENYQXVnajA5VHZSWDMzWktRU2hZaGgwVEU3YkRJQ0FOcHRWSjJZLWhid3Y2ZF91Mnd5ZW5OSnRfbUVmUzVZbGZhcXpuVXNfakJqZlFnV1BpaUZVcUlvSjByLXhfeks4WUtlVWNNRlF5aW01dkcxUHZrWUlFcVMyR1RvTEY1R1ZTck1ZdGpkT2RMXy03R1BPQdIBhgJBVV95cUxPbjdIdVM2NEt0OThhOHZoRGNOczNIWE5OOEZpSHhycEFKa0VuVHhIa2k1MXU2dkZLd0lpY3lZZnVDSVN5T0NkVktzMGdmSXBHZG9sTjJldHNZVEQ5dEwwVVdNdlVQRzRtVzBjSkZTSWMwQy15VTlFdnBKdkE5dVZKNGV4ZDF4QnRfRVVEY2hWYkFud0NoVFZ5TlNvS2VLd2RrRVJQd3FKdVhvNGRvRGYtOHoybnVVQ3AwSGRISHRyVmdaNTRKSWNqRWJSdGU1clhNeEFjVko3dV83Q2NudTVXVDNoQ0o1ZEpnUkVpQjB5X1NuU0lvRDFjMjhCLWlEbDI4TVo5emVR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:25:03', 'RELIANCE', 'Reliance Infra Shares In Focus Over Rs 9000 Cr Fund Raise Plan, Stocks Up 111% In 1 Year  News18', 'https://news.google.com/rss/articles/CBMi2gFBVV95cUxNMXZJRlZ5c19GVFB5dWNaelYzZ1VPbFRIM1V2SE1ZNEpIalBDUzRCdEQ1b1l5TnctaVR2bnpzQUFWdmJqVkZJcjhtTkx5Mm1LdHpnM3plRmdHV21NUFVncWd2M1lfaFBWdFZXMkdreGFQaTNuc2ZtWTNKM3ZxVG1VV3B2bVcxTGtPWWFzcGlyNll0R0I4b2ptNlU1VHFxOXFNRXp3a0FfZ3pEcTVrdVVsSDNORjhXcnluSS1HMFBvOWRlQ29OV0ROa3pTUjZzdTFoUEcyZm9aenhTUdIB3wFBVV95cUxNZGFIZVBlSng3dlF5dWNiOWRzWHlza3ozejJBMVBtV0p5ZG8zeEJqdEd1LTdOZDdULXAxcE1tSXBBNnJDU241WjlFcjMzSmZuVXl1ZEVlLWNVVlBIUHp4QU0zcVpfak55SnJWUTNzcjhnTjlidGVxaGh3V3JFVnRuS2J1c2VNMkI4Z25heG9EMzl2MVBaNkhRWTNtUEZhR3RWVUdJQ19XTmxuZzl0QlpTLTZRaldtMk9jWWFHYjNRNmRvb3lNeGJWZWl1NGtla2VIbXA0aDRuRDlxZWVTQmlz?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:28:28', 'AXISBANK', 'Stock Market LIVE: GIFT Nifty flat; Asian mixed; Axis Bank, Wipro Q1 eyed  Business Standard', 'https://news.google.com/rss/articles/CBMiogJBVV95cUxNNFl0OXhGRzB3cjBzNDc2NzFKbDB1VzZvMGN0bjRXMWFKU2dZREc1ODhTNjRaTmgwSlZMdmRiNHVMUm5IcXY3ZDFmYWg0ZXhsZGVHeUcyYnY0b091VDVGdzhsTm5WU0lDNXFUQjBxV1ZUQnp6WlNqOThwQnRoQTdGUnJaamZBdlc4OGgxRV9NRm5wRXQ2Y0lxYjZNRjJHQWVmTDN4ZGE1bG5ibkNCQ3E2UnNJbXpkY0Nxajd5bjh4Zl9tdkdMbTdtclNwWEZTalVfdmpHQVlVZEV6MzZYSG8yeGl2MjJkblJsM3VQRlFEUm1BaHZMNXo0cWI2NXdDQTlvV3ljb0N2clQ4cExVa21RenZWMGxKM0NYZElxTXRMX3l1d9IBpwJBVV95cUxQdDBzaWo3R1JvTkVBVklZaUl5VWZuVW0tT290NnNCaDhhVFVrSG1xM19vNC1DLVAxSmxoNXZCenRqVWpwb3MxaFVXMkV4QllCcllXMmZETFJvX2t0MGEyX014WjJ2LWNYTnprM2dza1lFNHBXUlZWeGl1MlV4OGlxM1JNbzJkNUVEUG9mZi12eXFVMkU5ZXpEeWt2SXh5REZEUWZsaEtVZUJuMUdEaWdtUUFKWUFOTWJTLUgwWFc4SHBVd2dJb3g0QjRYZ2RnZ3duX3MzbXV1OG8wUUlHSlhXODZWcGx0eDI4bzhhMURlQ3VYd0drdEdOWEpVMDI2aml2RkZLdGpzYmdRZFZ4NVJPekh6N3dqN2FnT3BuNndrRnBsdWFXOHk0?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:28:28', 'WIPRO', 'Stock Market LIVE: GIFT Nifty flat; Asian mixed; Axis Bank, Wipro Q1 eyed  Business Standard', 'https://news.google.com/rss/articles/CBMiogJBVV95cUxNNFl0OXhGRzB3cjBzNDc2NzFKbDB1VzZvMGN0bjRXMWFKU2dZREc1ODhTNjRaTmgwSlZMdmRiNHVMUm5IcXY3ZDFmYWg0ZXhsZGVHeUcyYnY0b091VDVGdzhsTm5WU0lDNXFUQjBxV1ZUQnp6WlNqOThwQnRoQTdGUnJaamZBdlc4OGgxRV9NRm5wRXQ2Y0lxYjZNRjJHQWVmTDN4ZGE1bG5ibkNCQ3E2UnNJbXpkY0Nxajd5bjh4Zl9tdkdMbTdtclNwWEZTalVfdmpHQVlVZEV6MzZYSG8yeGl2MjJkblJsM3VQRlFEUm1BaHZMNXo0cWI2NXdDQTlvV3ljb0N2clQ4cExVa21RenZWMGxKM0NYZElxTXRMX3l1d9IBpwJBVV95cUxQdDBzaWo3R1JvTkVBVklZaUl5VWZuVW0tT290NnNCaDhhVFVrSG1xM19vNC1DLVAxSmxoNXZCenRqVWpwb3MxaFVXMkV4QllCcllXMmZETFJvX2t0MGEyX014WjJ2LWNYTnprM2dza1lFNHBXUlZWeGl1MlV4OGlxM1JNbzJkNUVEUG9mZi12eXFVMkU5ZXpEeWt2SXh5REZEUWZsaEtVZUJuMUdEaWdtUUFKWUFOTWJTLUgwWFc4SHBVd2dJb3g0QjRYZ2RnZ3duX3MzbXV1OG8wUUlHSlhXODZWcGx0eDI4bzhhMURlQ3VYd0drdEdOWEpVMDI2aml2RkZLdGpzYmdRZFZ4NVJPekh6N3dqN2FnT3BuNndrRnBsdWFXOHk0?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:30:00', 'MARUTI', 'Stocks To Watch Today: SBI, Tech Mahindra, L&T Tech, Angel One, Reliance Power, Maruti Suzuki  NDTV Profit', 'https://news.google.com/rss/articles/CBMiswFBVV95cUxNcnFYeDZJLUM5Yy1nNDloZ0IxMEd1SVR4WXdjaTFwSGhfTlBMcXZMNEhFbmdma3E2NGtZR290V2xsUTcxa1FNVXpNNzVya1BBbUEtVVdWZlBKTXk0UkFad2N6NGNJSkIwSW5JZUtrYjUzMW4zMFVXSTJTazM1LThxMVE1SU5tdnFmaXBvd1dlazIwQk9DcVdwRjFER2tNM2xMY2JVVURmSFBlT1czUVZPdW9Wb9IBuAFBVV95cUxPSy1XaDc5R3owZ0tvNWItVHh5R1JLZDdNaGVMdGMtZVlCTGxpVG9rb0g5S24welg2em4yM1Exd0VxTmRVQ295SklIRHJZUTJTZGotZTMzVjVQWEIxemlDYlVmdDhtd2Fxc1JGelROWWs4bWVleF90clhMNEdSZU5pMjFtZTBCeWtITVRRVlFGbWpvX1Bwclc4SG91VzRUXzNfa3psNC1icm9SZ2RNcmttZ29nMkR5TWEy?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:30:00', 'SBI', 'Stocks To Watch Today: SBI, Tech Mahindra, L&T Tech, Angel One, Reliance Power, Maruti Suzuki  NDTV Profit', 'https://news.google.com/rss/articles/CBMiswFBVV95cUxNcnFYeDZJLUM5Yy1nNDloZ0IxMEd1SVR4WXdjaTFwSGhfTlBMcXZMNEhFbmdma3E2NGtZR290V2xsUTcxa1FNVXpNNzVya1BBbUEtVVdWZlBKTXk0UkFad2N6NGNJSkIwSW5JZUtrYjUzMW4zMFVXSTJTazM1LThxMVE1SU5tdnFmaXBvd1dlazIwQk9DcVdwRjFER2tNM2xMY2JVVURmSFBlT1czUVZPdW9Wb9IBuAFBVV95cUxPSy1XaDc5R3owZ0tvNWItVHh5R1JLZDdNaGVMdGMtZVlCTGxpVG9rb0g5S24welg2em4yM1Exd0VxTmRVQ295SklIRHJZUTJTZGotZTMzVjVQWEIxemlDYlVmdDhtd2Fxc1JGelROWWs4bWVleF90clhMNEdSZU5pMjFtZTBCeWtITVRRVlFGbWpvX1Bwclc4SG91VzRUXzNfa3psNC1icm9SZ2RNcmttZ29nMkR5TWEy?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:31:03', 'M&M', 'Repare Therapeutics Jumps 15% After $10M Licensing Deal With Debiopharm  Yahoo', 'https://news.google.com/rss/articles/CBMiiAFBVV95cUxPQjY2V0tTdWNYOGdCYVpHN0tvN2pXMVhHNGM1cHVXQ3N0a1prZ294YlhKOEdOeGZKZE5fTjhyQUZFMkdkS05FYldJNEdtSTdtVHdyUzhSOEhRVUttTjFadFplak96Yl9KTjVHbzhHR2pFbVpjVjhZXzM0RDk3LUdSV2lCTE1SVjBJ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:34:00', 'M&M', 'Viola M. Rathert  Channel 3000', 'https://news.google.com/rss/articles/CBMipwFBVV95cUxOR0lJakZ6U2xaUFNpWFFYUTk2c09qSWE5RFhRN0JYUUZxM3hDWVBoeUNaeVlCZEF6M3RYVlVRSGMweHJMQ2FoLTFHUjZxUVJveXJFZDIyOTFjRFhMR3k2bkc5ek9yMTFOVUFmNmNSMVdhaFdSS05qWno3c002WjNkQ2FGSGx1VVE3NWNMak9ZVlFSakhvSUtjM0dMUG5iN2w2U2k2czduaw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:37:00', 'TCS', 'Aadhaar’s verification makeover; Bench jitters for TCS staff  The Economic Times', 'https://news.google.com/rss/articles/CBMi3wFBVV95cUxORkRrMG5rMFJISlZRYWlYNFBXQ2doa1VQZ3d0a2VOYlJadWNXTU9XdlA0UnZLd3NuQ05UcEtmbndsZG4zbEtCOVdJdWJKTnJRR2h0YndVNmFFdm56S0piYzUyeHdsQTBZLTNKblp4V2RWcjhFaVhwSkh4dXlYUEhKaGZnRTdqR1dRaW1VMmU3a3pERkhhRU9oM3BKblpKcm1NTWlvaGh1NEVMQXZqSUZRdFA5dGdzQmdFQl9VUzNZOUQ4Y2M2aFpvTWgtamFkMjZ5d3ZvbDRuM3E3WnlyMDlZ0gHkAUFVX3lxTFAwNkI2ZVFsZ1BRVHQ4WUNoTVRvOW5JMl9oeUlsRG9rMWc1QlJESnJTLTBxdWpsSktjbUx1Ri1ablhyOXRvU3c3b1djRWNMY2swVUgzR3Ffem1VSElUeWRXRnF6eGctaWMyRXNZTTQ4TWFPMWRjOGJXd0lPYU9ObXd2WUt5eFR3UkRzS2E1UXZrdjRkWVpaLTdaeGRjQjhOM2s5R2RZaEk3LWdBem9Rem5aREFILXdwYXVzNVVpWGhYODREcFVUX3BXbklBbnNjQ3JNNEhaZmRkVWdXNTVEbFZZSXl4LQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:40:36', 'ICICIBANK', 'Banking stocks: Buy Axis Bank, SBI & ICICI Bank shares suggests YES Securities  Business Today', 'https://news.google.com/rss/articles/CBMi2gFBVV95cUxOa1RrQ0RleUN0QmppYXE4R2x5NDJyOHN5WnZlVU9YakdlZm5RU1pveGFUUXBGODlnMFRLTzkyVXBwcmJGaVcxM3BURVczcUhHYzAyT0Q2WUMtRHppSHQ1ZWk4bGV5T2p2QjlwQzF0b1BhU09nYlgxb2NIN2hxd3NndkVSMkpFc3ZuZEs3TlFzdjNEOVhfYm1UZ3UwZXNudXU5UmgycEx6a2pfQmRwNmZKUElld1lYYTUtMUhQOXFxWHlmWW5nM3N3MU11OHNwalBjeGR4LWFnaUozd9IB3wFBVV95cUxOekZyWWUzSTJKN2x4aDhXb2RJY0NQWE5UcXZObjhqaC1yQU0xN25YZlFrQ2FHbGpHeXRNYjJPUmRQQ0NiS0NYRFVmdXFFdzNkSkVyV0E0Zi1SSGVhSTFxZllIUzk4VDJuaWQ4ZjZfVDFieW9tb0htSkI2cm81djAyemp1R1J4NVVicjB2TnExVmJhdDRuRnBqQkkyUHIxbkRSV0l5WmdMVi1FcnFGWlhVaHg1WmliSi0zblhENHpjLUxiLTBURWVnZ0wyQ29wRmJBeTlORzJkOWs0dWVCdEZr?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:40:36', 'AXISBANK', 'Banking stocks: Buy Axis Bank, SBI & ICICI Bank shares suggests YES Securities  Business Today', 'https://news.google.com/rss/articles/CBMi2gFBVV95cUxOa1RrQ0RleUN0QmppYXE4R2x5NDJyOHN5WnZlVU9YakdlZm5RU1pveGFUUXBGODlnMFRLTzkyVXBwcmJGaVcxM3BURVczcUhHYzAyT0Q2WUMtRHppSHQ1ZWk4bGV5T2p2QjlwQzF0b1BhU09nYlgxb2NIN2hxd3NndkVSMkpFc3ZuZEs3TlFzdjNEOVhfYm1UZ3UwZXNudXU5UmgycEx6a2pfQmRwNmZKUElld1lYYTUtMUhQOXFxWHlmWW5nM3N3MU11OHNwalBjeGR4LWFnaUozd9IB3wFBVV95cUxOekZyWWUzSTJKN2x4aDhXb2RJY0NQWE5UcXZObjhqaC1yQU0xN25YZlFrQ2FHbGpHeXRNYjJPUmRQQ0NiS0NYRFVmdXFFdzNkSkVyV0E0Zi1SSGVhSTFxZllIUzk4VDJuaWQ4ZjZfVDFieW9tb0htSkI2cm81djAyemp1R1J4NVVicjB2TnExVmJhdDRuRnBqQkkyUHIxbkRSV0l5WmdMVi1FcnFGWlhVaHg1WmliSi0zblhENHpjLUxiLTBURWVnZ0wyQ29wRmJBeTlORzJkOWs0dWVCdEZr?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:40:36', 'SBI', 'Banking stocks: Buy Axis Bank, SBI & ICICI Bank shares suggests YES Securities  Business Today', 'https://news.google.com/rss/articles/CBMi3wFBVV95cUxOekZyWWUzSTJKN2x4aDhXb2RJY0NQWE5UcXZObjhqaC1yQU0xN25YZlFrQ2FHbGpHeXRNYjJPUmRQQ0NiS0NYRFVmdXFFdzNkSkVyV0E0Zi1SSGVhSTFxZllIUzk4VDJuaWQ4ZjZfVDFieW9tb0htSkI2cm81djAyemp1R1J4NVVicjB2TnExVmJhdDRuRnBqQkkyUHIxbkRSV0l5WmdMVi1FcnFGWlhVaHg1WmliSi0zblhENHpjLUxiLTBURWVnZ0wyQ29wRmJBeTlORzJkOWs0dWVCdEZr0gHfAUFVX3lxTE56RnJZZTNJMko3bHhoOFdvZEljQ1BYTlRxdk5uOGpoLXJBTTE3blhmUWtDYUdsakd5dE1iMk9SZFBDQ2JLQ1hEVWZ1cUV3M2RKRXJXQTRmLVJIZWFJMXFmWUhTOThUMm5pZDhmNl9UMWJ5b21vSG1KQjZybzV2MDJ6anVHUng1VWJyMHZOcTFWYmF0NG5GcGpCSTJQcjFuRFJXSXlaZ0xWLUVycUZaWFVoeDVaaWJKLTNuWEQ0emMtTGItMFRFZWdnTDJDb3BGYkF5OU5HMmQ5azR1ZUJ0Rms?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:43:00', 'SUNPHARMA', "Tata Technologies, Sun Pharma & more: Top stocks on brokers' radar for July 17, 2025  Times of India", 'https://news.google.com/rss/articles/CBMipAJBVV95cUxQU3A3X2xOenVqWUw5TFFDWHB1WHpsSjAwNjhzcnRqMEJ1OE1kSW5uTGw5RWNSamtqclFOMXltRk9TN19DajdqNS1PNlEtV25VRHVDOEN1ZVFRdGxrTWhYUEtSa2FIbDQ4dGZvNUVOZWQ2dXNIOEtXblpoNVRPeU5GSHBZYUZaQ2RNQlk1ZHNKQmJHdTQ5d0d2ZWFxSXM4V3ItSlBiM29zbzlPRUlsV3R4clRPNjQ4ZmZrUkg2cGtKazM5alBRNW9QWWdIcDU0U0xWV0JfSHVIN2E4dGcyTWFSS2syX2ZCQnRJYV8yT2NkdVlneFZLNDhFaFVKQzduMU9nekpZLURRdGVBQ0l2bG1ubnloUDBpeHhmalFHSElqMzIyVDVG0gGqAkFVX3lxTFBMOTRaM2gxbkZCTnRkb1ZUZ19odC1xc2xQdjcxZmhsM0tiZzRZdTMyQWhyNXprbmRQd0loYTlkNUY3SXdFV1VFM0JIRlBrLXVJTHdfcWpyTFpaSTljdzNtUVhiVGlNMDc4bE0xY0YtU044TFBHLVpvUnpZU2p1YndqYXdDV2lSUDZLVzVSMUl4VkxYcjN5NmFiX0RmcWV2eVZfN0ZBZ0tSSFIzTEtTb0RxcDJGQ1FZaTNsY0ZyaGt4TVRpUUlFSWx2bzdGVW1Rb3ppbm5lU0RwbDFuVXc4Y1pGQ3MydzZMQ2k4dWtZdWVYWTBJR0lDOFVLNVY5ekNDb2x0VUlOLTNQNWN3RFRDTF9YbWJ0RXFZRlZQYUM1dENmelhsVVB6eUItdmc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:44:46', 'M&M', 'Assemblymember Ramos to Present $10M Check to Tribal College in Palm Springs  KESQ', 'https://news.google.com/rss/articles/CBMivAFBVV95cUxQVlNsbm93cEEyTU9sY21aR0xHMVkzWE5vSkhQWGkweFg2a1R3OHNlYnI3bFowVFMwZU8xaFNyMFBaV1JNdlNReXduS3EtTzdXV2xRaXBicllDSVJ4LVZid3Z1QkxPZTEwaURGeG9uN2ZGODFVREVQZUhMWG41cFVFRnhoYkhCS2YzZjEyYlRXeEpQM2p1NUFycTEtazQxU3FJSGZXWl9sM0U3b3pnQlhaQTFYWDhleW96ZTJ1ZA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:55:43', 'WIPRO', 'Wipro eyes Q1 FY26 headwinds after robust Q4 FY25 performance  Communications Today', 'https://news.google.com/rss/articles/CBMiogFBVV95cUxPR04tbG9ZNlFLNDEzSVI0ZW1FdGg4dnQ5UUJCYVVfOHlGQk9rTkcwYVdCaDF6YWJZclFIR2RzTFpSc1NBeGNUTlZnQ1RmWTVMNHNlcU11OGRqUDRjU0t3UnpyVFc1QVh1cTRqUEZHc0M4NGNSeEdiUkJNMHlzLTJkeW4zTFI1TkdVNGF3Y0JlRVJqUXVOMXRHNG1ySDVhdWJPUVE?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:58:00', 'M&M', 'Biggest Mars rock on Earth sells for $5.3M at New York auction  CBS News', 'https://news.google.com/rss/articles/CBMiogFBVV95cUxNXzI2MWJWRG9GMFVUX1ptWGJsLVdTX0gxZnNzRlJ6THl1LWF6c0MwcjdxSG1lcXBFdV9DdUNUMW9fNFRxQWtibUJ0R09jSEw0LTVOSHczR2lqbFhQek9zbFZNQlJXS3dyUkpJSHR4Y0U1dXlCUXBVLXotWTJXQ3NNdXJvNDFONVVqX3VWUUY4ZlREdTd6SXNLQjNIMmtQei1BSkE?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T02:00:12', 'RELIANCE', 'Stocks to watch: Jio Financial, Reliance Power, Axis Bank, Wipro, SBI among shares in focus today  Mint', 'https://news.google.com/rss/articles/CBMi9AFBVV95cUxQYkM4UWl6Q3ZHa1ItY1JLSVRydzJNWWs2NHh1MERPUHJLWVdRS2g0SXBDd2QzUTlIbk9UaHRkb2tmbzVIYTdwS1dyVlZNZ2FMMHoyLTFiUW13c1JXdGozZ19lUzVQOVZkT2hzNmkxUWdwYk83TDFVd0RBZGEzOUZzWHZDeWdmelRhNXVJcklNSm14NEFJMlpCaHlxT2ZDU1JkaExQc19WdmlabWZrd0F1S3d5Vm9YeUk4SzRjc2tZN1VoUldaXzA4N0I3VlFyNEV6MVQtc2oyZGtSTDhwU1Axc21jN19rUWUxS0lwdHp6cFRtVDFw0gH6AUFVX3lxTE84T2NrWHJpNEdlMTBUY1NLRW1qTWV4UU1udVVaT2lsa0ZOUnJRc0otaHhjeUtmZ2lSblpEVVE0ZG9BRnN2TUtIbHBUVWFOOV85M1NxQnJHQ2cyVFBnMU8xcWFESlZheld3OWJEX1VEZzU2VXBtTHNBamlzYkVaVXVrYm1QLV9CY29VYmNBQXpmOGZiWDBQVnZQc2VZOFozYy1VUGROWXlRM2pnZmxzYW40Nk1jVzBOb1lVckdmdTE3enp4STU1ZElkNEFCcEt4M0pGUk9vUFhDWFdWRkJGYTFHcE81b2hwNjhwQW9pMW85WnNhMnA3MUU5N2c?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T02:00:12', 'AXISBANK', 'Stocks to watch: Jio Financial, Reliance Power, Axis Bank, Wipro, SBI among shares in focus today  Mint', 'https://news.google.com/rss/articles/CBMi9AFBVV95cUxQYkM4UWl6Q3ZHa1ItY1JLSVRydzJNWWs2NHh1MERPUHJLWVdRS2g0SXBDd2QzUTlIbk9UaHRkb2tmbzVIYTdwS1dyVlZNZ2FMMHoyLTFiUW13c1JXdGozZ19lUzVQOVZkT2hzNmkxUWdwYk83TDFVd0RBZGEzOUZzWHZDeWdmelRhNXVJcklNSm14NEFJMlpCaHlxT2ZDU1JkaExQc19WdmlabWZrd0F1S3d5Vm9YeUk4SzRjc2tZN1VoUldaXzA4N0I3VlFyNEV6MVQtc2oyZGtSTDhwU1Axc21jN19rUWUxS0lwdHp6cFRtVDFw0gH6AUFVX3lxTE84T2NrWHJpNEdlMTBUY1NLRW1qTWV4UU1udVVaT2lsa0ZOUnJRc0otaHhjeUtmZ2lSblpEVVE0ZG9BRnN2TUtIbHBUVWFOOV85M1NxQnJHQ2cyVFBnMU8xcWFESlZheld3OWJEX1VEZzU2VXBtTHNBamlzYkVaVXVrYm1QLV9CY29VYmNBQXpmOGZiWDBQVnZQc2VZOFozYy1VUGROWXlRM2pnZmxzYW40Nk1jVzBOb1lVckdmdTE3enp4STU1ZElkNEFCcEt4M0pGUk9vUFhDWFdWRkJGYTFHcE81b2hwNjhwQW9pMW85WnNhMnA3MUU5N2c?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
